id, time,      R1 , R2  , R3, R4,  Temp.,  Humidity,,,,,
0,21292.5,432681,-58766,-58766,306,399,11270,,,,,
0,7300.19,14085.7,-2307.83,-2307.83,97,120,809,,,,,
0,4832.32,4164.46,-1328.75,-1328.75,15,72,340,,,,,
0,11273.8,66623,-4567,-4567,39,198,2460,,,,,
0,5356.34,4458.23,-8.14E+02,-8.14E+02,15,88,292,,,,,
0,16459.1,317989,-9658,-9658,68,390,11557,,,,,
0,6024.53,7600.05,-1881.43,-1881.43,67,104,457,,,,,
0,5307.33,4226.84,-1.31E+03,-1.31E+03,10,79,317,,,,,
0,12986,60587.5,-3.85E+03,-3.85E+03,43,247,2754,,,,,
0,5023.15,4068.27,-1329.69,-1329.69,11,72,340,,,,,
0,13440,51955.6,-3.47E+03,-3.47E+03,36,234,2464,,,,,
0,7910.84,10936,-2176,-2176,21,132,586,,,,,
0,10296.9,52093.2,-3.30E+03,-3.30E+03,32,188,2599,,,,,
0,7690.52,9037.35,-1859.33,-1859.33,68,107,517,,,,,
0,8664.27,10403.1,-2793.51,-2793.51,82,139,587,,,,,
0,13691.9,59823.5,-5.20E+03,-5.20E+03,28,247,2754,,,,,
0,6182.33,4758.27,-7.97E+02,-7.97E+02,23,85,343,,,,,
0,10328.8,38530.7,-3932.12,-3932.12,33,193,2118,,,,,
0,6649.77,5238.04,-1.31E+03,-1.31E+03,8,79,292,,,,,
0,8237.04,4654.11,-2699.01,-2699.01,24,131,271,,,,,
0,14247.5,51169,-4.04E+03,-4.04E+03,42,234,2464,,,,,
0,10394,48939.4,-5.45E+03,-5.45E+03,35,216,2677,,,,,
0,6874.72,13393.7,-1550.43,-1550.43,18,96,804,,,,,
0,3999.01,2169.38,-1041.16,-1041.16,20,54,165,,,,,
0,6059.42,7238.09,-1630.33,-1630.33,50,93,545,,,,,
0,14274.1,69363.1,-4.41E+03,-4.41E+03,66,224,2192,,,,,
0,11464.9,60332.9,-6.03E+03,-6.03E+03,35,223,2822,,,,,
0,8292.75,19296,-2650,-2650,261,153,979,,,,,
0,17640.1,278992,-11426,-11426,70,454,11127,,,,,
0,11103.4,38392,-7588,-7588,67,231,1695,,,,,
0,9572.6,23915.1,-4.64E+02,-4.64E+02,13,166,1111,,,,,
0,2503.49,50.6827,-5.42E+02,-5.42E+02,6,33,5,,,,,
0,6569.77,10073,-2982,-2982,257,109,587,,,,,
0,9162.13,17320.3,-4225.17,-4225.17,37,183,931,,,,,
0,10418.7,38961.1,-4117.8,-4117.8,27,193,2118,,,,,
0,9779.05,39049.6,-2.00E+03,-2.00E+03,22,196,1885,,,,,
0,13228.5,73150,-8416,-8416,68,278,3136,,,,,
0,17509,113266,-8194,-8194,81,388,4344,,,,,
0,13007.3,143955,-7059.5,-7059.5,188,308,6057,,,,,
0,4628.54,2310.02,-932.441,-932.441,46,51,132,,,,,
0,7388.01,26680.6,-2711.82,-2711.82,78,156,1521,,,,,
0,9537.87,30067,-5280,-5280,36,179,1469,,,,,
0,11724.8,35923,-4267,-4267,74,226,1526,,,,,
0,20292.9,429516,-10257,-10257,296,479,11578,,,,,
0,5064.95,4331.68,-906.207,-906.207,36,60,243,,,,,
0,9305.86,39288.3,-4.06E+03,-4.06E+03,24,196,1885,,,,,
0,8029.09,9560.01,-2797.38,-2797.38,20,138,554,,,,,
0,10406.2,34485.6,-4341.5,-4341.5,133,208,1691,,,,,
0,7047.42,8848.22,-1.39E+03,-1.39E+03,21,102,516,,,,,
0,7033.2,5090.73,-2001.35,-2001.35,70,107,346,,,,,
0,5239.4,4143.73,-1.26E+03,-1.26E+03,19,88,292,,,,,
0,7575.12,9002.38,-1.66E+03,-1.66E+03,28,102,516,,,,,
0,8447.87,20320.6,-3496.65,-3496.65,94,163,1162,,,,,
0,9880.12,18701,-4093,-4093,81,137,849,,,,,
0,13796.8,113069,-8374,-8374,191,322,4434,,,,,
0,9228.5,36909.9,-4.07E+03,-4.07E+03,45,196,1997,,,,,
0,9929.38,22145,-3401,-3401,53,176,1071,,,,,
0,16801.2,162791,-7493.42,-7493.42,85,352,6744,,,,,
0,13077.4,80616,-6104,-6104,42,299,3463,,,,,
0,5685.93,7032.41,-1646.09,-1646.09,48,93,545,,,,,
0,10457,35209.8,-4224.16,-4224.16,110,208,1691,,,,,
0,12587.3,37447.7,2.98E+03,2.98E+03,33,234,1581,,,,,
0,7995.24,12342.3,-3021.73,-3021.73,93,136,619,,,,,
0,6742.64,5239.04,-2437.2,-2437.2,70,107,346,,,,,
0,21230.4,147469,-7.26E+03,-7.26E+03,89,449,5537,,,,,
0,15107.8,60202.7,-6476.76,-6476.76,148,305,2610,,,,,
0,15462.5,161451,-8745,-8745,59,353,6186,,,,,
0,35380.7,1071590,-23119,-23119,258,810,25364,,,,,
0,11725.6,51766.5,-3.50E+03,-3.50E+03,29,216,2677,,,,,
0,6911.97,5303.66,-2125.13,-2125.13,55,107,346,,,,,
0,7552.65,15517.5,-2772.46,-2772.46,77,134,970,,,,,
0,6434.38,13248.6,-1685.07,-1685.07,10,96,804,,,,,
0,5939.29,11574,-1850.09,-1850.09,32,105,765,,,,,
0,5826.37,11120.2,-1913.15,-1913.15,31,102,764,,,,,
0,6775.69,10515.8,-3.07E+03,-3.07E+03,11,109,689,,,,,
0,5225.79,4234.02,-1.59E+03,-1.59E+03,13,88,292,,,,,
0,14895.3,84297.5,-2.31E+03,-2.31E+03,69,223,2059,,,,,
0,14371.9,71519.8,-2.90E+03,-2.90E+03,77,224,2192,,,,,
0,5462.1,3536.6,-795.166,-795.166,50,51,132,,,,,
0,6906.91,7826,-2549,-2549,63,109,485,,,,,
0,19186.7,161257,-9.46E+03,-9.46E+03,87,388,6290,,,,,
0,15422.8,150347,-8133,-8133,197,368,5644,,,,,
0,12738.6,58966.4,-1.25E+03,-1.25E+03,46,223,2822,,,,,
0,12157.9,73339.7,-5.08E+03,-5.08E+03,25,249,3630,,,,,
0,5638.36,7435.98,-1947.05,-1947.05,75,104,457,,,,,
0,6865.87,5166.32,-2108,-2108,57,107,346,,,,,
0,4211.05,1415.74,-888.982,-888.982,25,51,102,,,,,
0,8718.27,11864,-2788,-2788,23,150,694,,,,,
0,7136.67,13663.5,-1459.32,-1459.32,16,96,804,,,,,
0,23710,434797,-9049,-9049,98,472,11282,,,,,
0,4716.29,3111.85,-1187.45,-1187.45,33,71,249,,,,,
0,25614.1,400734,-17442,-17442,207,546,12209,,,,,
0,10260.4,37694.7,-4375.17,-4375.17,33,193,2118,,,,,
0,10854.1,38612.9,-3776.82,-3776.82,22,193,2118,,,,,
0,15277.1,107642,-10052,-10052,244,357,4623,,,,,
0,17980.7,229556,-9004,-9004,102,366,7956,,,,,
0,5693.33,2726,-4101,-4101,19,96,204,,,,,
0,4956.76,2792.52,-1277.59,-1277.59,52,67,224,,,,,
0,5964.37,11095.4,-1940.75,-1940.75,23,102,764,,,,,
0,9364.02,12502.1,-2618.76,-2618.76,87,136,619,,,,,
0,12023,73445.8,-4.61E+03,-4.61E+03,30,249,3630,,,,,
0,3987.68,1446.19,-994.009,-994.009,42,52,133,,,,,
0,13904.1,78426,-8356,-8356,75,256,2902,,,,,
0,6639.84,5091.24,-2173.44,-2173.44,49,107,346,,,,,
0,9737.19,9761,-2979,-2979,21,147,585,,,,,
0,14500.8,95456.1,-5724.15,-5724.15,52,294,4249,,,,,
0,13386.9,50396.9,-4.78E+03,-4.78E+03,20,215,2188,,,,,
0,20797.3,410047,-8.40E+03,-8.40E+03,63,473,14125,,,,,
0,8591.09,28030.5,-2676.76,-2676.76,85,156,1521,,,,,
0,9236.63,24751.3,-2839.01,-2839.01,22,154,1252,,,,,
0,6623.88,2262,-853,-853,14,90,132,,,,,
0,14357.4,95273.8,-5719.22,-5719.22,35,294,4249,,,,,
0,5739.47,4971.15,-8.81E+02,-8.81E+02,26,85,343,,,,,
0,8475.38,12426,-2633.31,-2633.31,75,136,619,,,,,
0,20404.1,249306,-1.29E+04,-1.29E+04,100,537,8350,,,,,
0,8540.61,12397.5,-2890.89,-2890.89,86,136,619,,,,,
0,8047.74,9814.76,-2376.52,-2376.52,14,123,621,,,,,
0,13514,51959.9,-5704.83,-5704.83,63,288,2334,,,,,
0,12208.3,33304,-3864,-3864,121,198,1580,,,,,
0,14754.2,94925.4,-5653.3,-5653.3,41,294,4249,,,,,
0,2498.04,42.2242,-1.95E+02,-1.95E+02,96,33,5,,,,,
0,24076.9,269238,-1.13E+04,-1.13E+04,80,540,8870,,,,,
0,10419.2,27959.9,-2.47E+03,-2.47E+03,26,194,1521,,,,,
0,13849.5,140817,-6051.72,-6051.72,159,308,6057,,,,,
0,7633.63,4363.7,-2835.55,-2835.55,27,131,271,,,,,
0,9777.73,27021.2,-3334.96,-3334.96,30,174,1415,,,,,
0,10933.8,27043.5,-4335.87,-4335.87,44,214,1469,,,,,
0,2456.07,54.2252,-1.84E+02,-1.84E+02,6,33,5,,,,,
0,13779.4,128523,-7673,-7673,75,346,5420,,,,,
0,12707.6,76058,-5448.34,-5448.34,50,262,3211,,,,,
0,8770.62,13949.2,-2894.93,-2894.93,7,148,729,,,,,
0,8893.55,16653.9,-2732.41,-2732.41,81,142,844,,,,,
0,6858.97,8665.53,-1.60E+03,-1.60E+03,17,102,516,,,,,
0,16777.4,161094,-1.28E+04,-1.28E+04,83,388,6290,,,,,
0,2328.21,50.0289,-3.43E+02,-3.43E+02,12,33,5,,,,,
0,12423.8,51665,-7282,-7282,56,302,2403,,,,,
0,9199.92,38163.9,-3830.97,-3830.97,37,180,2054,,,,,
0,13118,115674,-2.82E+03,-2.82E+03,37,235,4905,,,,,
0,6793.45,6067,-2743,-2743,4,76,318,,,,,
0,14436.3,28338,-6737,-6737,47,276,1169,,,,,
0,16137.3,204358,-10394,-10394,158,354,7823,,,,,
0,7168.26,14231.1,-2348.39,-2348.39,79,120,809,,,,,
0,8529.73,12141.4,-2507.95,-2507.95,93,128,693,,,,,
0,16172.9,161392,-7644.43,-7644.43,70,352,6744,,,,,
0,14278.7,152195,-8449,-8449,45,308,5960,,,,,
0,6626.21,4743,-3357,-3357,19,105,295,,,,,
0,2406,53.505,-3.55E+02,-3.55E+02,8,33,5,,,,,
0,17700.7,82231,-8008,-8008,78,342,3138,,,,,
0,8272.92,24648,-3056,-3056,34,166,1463,,,,,
0,13376.8,51208.5,-2.48E+03,-2.48E+03,35,234,2464,,,,,
0,21945.5,410461,-9.63E+03,-9.63E+03,63,473,14125,,,,,
0,5788.34,4911.39,-1.48E+03,-1.48E+03,22,85,343,,,,,
0,6477.21,10274,-2.15E+03,-2.15E+03,15,109,689,,,,,
0,21078,208652,-9187,-9187,92,430,6984,,,,,
0,5895.48,11145.7,-1910.7,-1910.7,23,102,764,,,,,
0,7209.92,4105.69,-2243.49,-2243.49,70,101,249,,,,,
0,4012.01,2177.13,-1127.91,-1127.91,20,54,165,,,,,
0,2433.57,49.3236,-4.53E+02,-4.53E+02,8,33,5,,,,,
0,11650.2,36852.9,-3.88E+03,-3.88E+03,24,234,1581,,,,,
0,5636.08,2648,-1341,-1341,6,80,226,,,,,
0,14670.8,113827,-5.92E+03,-5.92E+03,54,271,4426,,,,,
0,6179.12,5223.24,-2.22E+03,-2.22E+03,8,79,292,,,,,
0,8302.46,9504.84,-2837.6,-2837.6,100,130,490,,,,,
0,5320.21,4245.38,-1.26E+03,-1.26E+03,15,88,292,,,,,
0,4004.33,2168.84,-1091.01,-1091.01,20,54,165,,,,,
0,14161.9,42392.9,-1.75E+03,-1.75E+03,56,234,1581,,,,,
0,10584.4,54044.5,-1.85E+03,-1.85E+03,36,188,2599,,,,,
0,16045.4,164289,-7684.35,-7684.35,80,352,6744,,,,,
0,16490.7,161776,-7097.75,-7097.75,72,352,6744,,,,,
0,10264.6,85325.9,-2.49E+03,-2.49E+03,22,220,3450,,,,,
0,9981.42,28499,-4789,-4789,78,174,1418,,,,,
0,8746.41,17623.1,-2780.87,-2780.87,76,142,844,,,,,
0,7766.64,4586.83,-2716.37,-2716.37,31,131,271,,,,,
0,14722.1,95151,-8205,-8205,35,280,3543,,,,,
0,19712.1,227843,-9.59E+03,-9.59E+03,107,537,8350,,,,,
0,9772.94,51906.7,-2.19E+03,-2.19E+03,27,188,2599,,,,,
0,4120.69,1491.62,-925.458,-925.458,37,52,133,,,,,
0,10655,37605.2,-4086.73,-4086.73,96,205,1751,,,,,
0,9209.08,25361.9,-7.74E+02,-7.74E+02,15,166,1111,,,,,
0,7037.62,4070.7,-2350.37,-2350.37,72,101,249,,,,,
0,8920.01,11445.9,-3016.1,-3016.1,38,156,654,,,,,
0,9731.42,21297,-3546,-3546,74,154,1116,,,,,
0,4548.96,1953.43,-1022.43,-1022.43,11,63,166,,,,,
0,12784.1,38579,-1.91E+03,-1.91E+03,21,234,1581,,,,,
0,9595.29,26375.2,-3336.37,-3336.37,30,174,1415,,,,,
0,2401.42,49.0126,-5.89E+02,-5.89E+02,92,33,5,,,,,
0,3675.47,2044.92,-566.965,-566.965,9,43,161,,,,,
0,8518.72,25884.1,-2.42E+03,-2.42E+03,45,156,1364,,,,,
0,9371.81,10150.1,-1.69E+03,-1.69E+03,34,154,587,,,,,
0,6342.67,4222.11,-1931.71,-1931.71,63,101,270,,,,,
0,14332.8,92539,-5339,-5339,149,300,3886,,,,,
0,10037.8,54932.6,-4.62E+03,-4.62E+03,54,247,2754,,,,,
0,8842.42,29197.2,-3405.47,-3405.47,36,179,1626,,,,,
0,13046.6,50920,-4.53E+03,-4.53E+03,40,234,2464,,,,,
0,11220.4,85725.6,-2.32E+03,-2.32E+03,21,220,3450,,,,,
0,9283.25,25748.4,-3440.97,-3440.97,29,174,1415,,,,,
0,8950.95,20678,-2684.51,-2684.51,64,152,1165,,,,,
0,23265.1,517435,-11483.5,-11483.5,113,540,18067,,,,,
0,5209.72,2973.84,-1167.64,-1167.64,49,67,224,,,,,
0,7386.96,4635.43,-2701.24,-2701.24,35,131,271,,,,,
0,5678.32,4132.52,-1489.71,-1489.71,116,88,318,,,,,
0,6931.52,9203.3,-3230.41,-3230.41,32,138,554,,,,,
0,9207.01,30161.3,-3339.17,-3339.17,121,171,1747,,,,,
0,9493.59,22983.7,-3785.88,-3785.88,31,176,1313,,,,,
0,11726.2,86720,-6151,-6151,67,201,3535,,,,,
0,5550.83,1806,-2489,-2489,46,85,151,,,,,
0,4668.61,4626.2,-2.43E+03,-2.43E+03,14,79,317,,,,,
0,21335.1,288174,-9994.03,-9994.03,92,468,9276,,,,,
0,8836.55,51150.5,-3.64E+03,-3.64E+03,28,188,2599,,,,,
0,7141.19,14196.9,-2395.55,-2395.55,88,120,809,,,,,
0,9164.36,11236.7,-3039.04,-3039.04,28,156,654,,,,,
0,6683.28,10440.1,-2.58E+03,-2.58E+03,13,109,689,,,,,
0,11110.8,85553.4,-3.06E+03,-3.06E+03,24,220,3450,,,,,
0,10475.4,48576.5,-4.76E+03,-4.76E+03,36,216,2677,,,,,
0,5720.23,16122,-2347,-2347,14,123,932,,,,,
0,6965.66,5254.65,-2180.69,-2180.69,57,107,346,,,,,
0,5521.12,2659.98,-3.21E+02,-3.21E+02,45,53,133,,,,,
0,17624.3,208844,-7547,-7547,83,378,7823,,,,,
0,9189.21,24662.4,-2880.08,-2880.08,26,143,1017,,,,,
0,14109,87504.9,-7195.81,-7195.81,207,296,3464,,,,,
0,7881.38,18966,-3255,-3255,35,152,1108,,,,,
0,21343.2,410954,-7.69E+03,-7.69E+03,58,473,14125,,,,,
0,4016.97,1991.91,-1086.2,-1086.2,5,63,166,,,,,
0,12837.5,46962.7,-5880.67,-5880.67,63,273,2061,,,,,
0,9606.79,34330.5,-3513.28,-3513.28,83,176,1922,,,,,
0,7446.7,13147.6,-2719.06,-2719.06,25,132,806,,,,,
0,9209.61,25563.9,-1293.36,-1293.36,85,157,1519,,,,,
0,11181,39812.7,-3867.35,-3867.35,29,193,2118,,,,,
0,15710.6,93927,-8387,-8387,152,321,3224,,,,,
0,7422.99,9606.19,-2493.37,-2493.37,16,123,621,,,,,
0,4521.59,3148.7,-1209.97,-1209.97,36,71,249,,,,,
0,13883.6,71792,-4577,-4577,56,287,3215,,,,,
0,12223.1,73592.9,-4.38E+03,-4.38E+03,29,249,3630,,,,,
0,10166,33828.7,-3368.04,-3368.04,86,176,1922,,,,,
0,6098.65,2160.11,-1410.73,-1410.73,14,82,185,,,,,
0,14338.1,56594.2,-4.17E+03,-4.17E+03,49,215,2188,,,,,
0,20073.7,368507,-11947,-11947,348,492,12985,,,,,
0,6886.22,6727,-2902,-2902,6,99,316,,,,,
0,10617.2,27365,-4101,-4101,38,210,1527,,,,,
0,7264.28,8810,-2463,-2463,11,107,399,,,,,
0,10016.8,36304,-4744,-4744,40,212,2054,,,,,
0,13826,72506,-2516.7,-2516.7,77,262,3211,,,,,
0,7209.32,9947,-2673,-2673,23,132,618,,,,,
0,6848.89,5252.05,-2155.44,-2155.44,59,107,346,,,,,
0,8682.24,30386.2,-2071.68,-2071.68,29,132,1513,,,,,
0,14545.1,54769.9,-3.77E+03,-3.77E+03,46,215,2188,,,,,
0,8966.56,23785.7,-2835.27,-2835.27,21,154,1252,,,,,
0,20518.1,377744,-13820,-13820,100,483,12829,,,,,
0,14624.3,144319,-6.32E+03,-6.32E+03,73,315,5844,,,,,
0,6839.76,5311.48,-1.61E+03,-1.61E+03,17,79,292,,,,,
0,13895.8,147923,-6262,-6262,215,301,5733,,,,,
0,12114,50825,-4883,-4883,28,214,2062,,,,,
0,9950.14,10300,-1.93E+03,-1.93E+03,35,154,587,,,,,
0,9179.91,26921.2,-2.22E+03,-2.22E+03,21,166,1414,,,,,
0,5858.03,7339.07,-1646.41,-1646.41,43,93,545,,,,,
0,4866.85,3226.94,-1184.48,-1184.48,38,71,249,,,,,
0,5271.61,3081.26,-1113.77,-1113.77,38,71,249,,,,,
0,10814.1,34943,-3929,-3929,5,209,1694,,,,,
0,12730,80017.2,-5.92E+03,-5.92E+03,50,272,3539,,,,,
0,12778.8,61035.7,-5.71E+03,-5.71E+03,24,247,2754,,,,,
0,6043.15,8225.33,-2301.62,-2301.62,57,98,582,,,,,
0,13363.8,50937.9,-3.15E+03,-3.15E+03,33,234,2464,,,,,
0,8117.63,9802.18,-3000.54,-3000.54,96,130,490,,,,,
0,6763.83,7123.42,-2.12E+03,-2.12E+03,160,109,486,,,,,
0,16658.3,126664,-10596,-10596,275,340,5324,,,,,
0,14333.8,81063,-6370,-6370,226,257,3371,,,,,
0,12409.4,116526,-3.61E+03,-3.61E+03,43,235,4905,,,,,
0,6576.78,10332,-3.32E+03,-3.32E+03,14,109,689,,,,,
0,16448.7,322709,-9759,-9759,63,452,11273,,,,,
0,3872.61,2176.36,-1150.22,-1150.22,20,54,165,,,,,
0,25679,381090,-12477,-12477,129,661,12215,,,,,
0,7546.26,4593.67,-2581.74,-2581.74,30,131,271,,,,,
0,12697.4,60614.5,-5.55E+03,-5.55E+03,22,247,2754,,,,,
0,17032.8,162001,-8.76E+03,-8.76E+03,71,388,6290,,,,,
0,5626.82,4165.15,-1403.26,-1403.26,112,88,318,,,,,
0,20999.5,232615,-4.14E+03,-4.14E+03,116,537,8350,,,,,
0,11977.7,62135,-4375,-4375,229,216,2396,,,,,
0,9459.62,30879.5,-3140.24,-3140.24,119,171,1747,,,,,
0,13419.8,80216.1,-6.23E+03,-6.23E+03,47,272,3539,,,,,
0,9564.37,15503,-4393,-4393,33,190,774,,,,,
0,2413.1,52.1699,-4.94E+02,-4.94E+02,6,33,5,,,,,
0,10330.6,60880,-3371,-3371,34,229,3053,,,,,
0,19868.9,223617,-12726,-12726,278,464,8220,,,,,
0,8787.61,27071.6,-2.24E+03,-2.24E+03,36,156,1364,,,,,
0,5823.53,1511,-1354,-1354,23,79,104,,,,,
0,5794.36,7495.05,-1844.16,-1844.16,73,104,457,,,,,
0,14143.1,52069.2,-3.19E+03,-3.19E+03,34,234,2464,,,,,
0,8856.92,25521.3,-2.50E+03,-2.50E+03,43,156,1364,,,,,
0,10002.3,25223,-4545,-4545,100,168,1409,,,,,
0,7303.26,8353.2,-1876.75,-1876.75,70,107,517,,,,,
0,8996.04,11496.2,-3024.75,-3024.75,28,156,654,,,,,
0,23429.4,238149,-9215,-9215,54,451,7840,,,,,
0,6987.55,13566.8,-1449.03,-1449.03,18,96,804,,,,,
0,4816.71,3815.99,-1.14E+03,-1.14E+03,14,79,317,,,,,
0,10204.8,50774.2,-4.81E+03,-4.81E+03,71,224,2192,,,,,
0,6409.8,3936.92,-2329.77,-2329.77,70,101,249,,,,,
0,17173.9,139969,-1.03E+04,-1.03E+04,78,449,5537,,,,,
0,24564.4,265084,-1.11E+04,-1.11E+04,81,540,8870,,,,,
0,12159.3,50684.5,-6.42E+03,-6.42E+03,38,234,2464,,,,,
0,17710.7,178773,-6.71E+03,-6.71E+03,64,403,6746,,,,,
0,2453.93,63.2127,-3.62E+02,-3.62E+02,96,33,5,,,,,
0,9976.42,26681.2,-3213.4,-3213.4,22,174,1415,,,,,
0,5214.41,4676.85,-1.76E+03,-1.76E+03,10,85,343,,,,,
0,7503.18,12866.3,-2817.29,-2817.29,15,132,806,,,,,
0,12931.7,37830.3,-1.86E+03,-1.86E+03,42,234,1581,,,,,
0,8700.53,11232.4,-3102.63,-3102.63,37,156,654,,,,,
0,18994.7,283321,-15139,-15139,201,507,10256,,,,,
0,5772.94,4992.1,-4.77E+02,-4.77E+02,36,85,343,,,,,
0,6183.55,7215.07,-1570.96,-1570.96,45,93,545,,,,,
0,12425.6,114936,-2.46E+03,-2.46E+03,42,235,4905,,,,,
0,14800.2,63884,-6647,-6647,29,249,2899,,,,,
0,8206.15,29415,-4151,-4151,28,159,1577,,,,,
0,22219.8,407653,-7.82E+03,-7.82E+03,55,473,14125,,,,,
0,7695.11,9061.36,-1.32E+03,-1.32E+03,30,102,516,,,,,
0,8452.77,26073.5,-2.48E+03,-2.48E+03,27,156,1364,,,,,
0,10136.1,49504,-4397,-4397,32,215,2678,,,,,
0,3933.1,2169.08,-1136.79,-1136.79,20,54,165,,,,,
0,3907.56,2175.37,-1128.71,-1128.71,20,54,165,,,,,
0,19188,163557,-9.78E+03,-9.78E+03,84,388,6290,,,,,
0,8210.96,4621.85,-2623.61,-2623.61,26,131,271,,,,,
0,19327.5,257761,-14333,-14333,85,440,9129,,,,,
0,7908.39,10998.9,-3369.66,-3369.66,25,156,654,,,,,
0,16370.1,207550,-10863,-10863,56,405,7718,,,,,
0,7905.75,19495,-3632,-3632,55,151,1162,,,,,
0,14082.4,80015.3,-5.34E+03,-5.34E+03,51,272,3539,,,,,
0,8136.34,4784.33,-2683.4,-2683.4,32,131,271,,,,,
0,7341.05,4174.88,-2237.15,-2237.15,71,101,249,,,,,
0,8379.74,4468.68,-2556.26,-2556.26,37,131,271,,,,,
0,7304.79,7255.36,-1.51E+03,-1.51E+03,159,109,486,,,,,
0,17976.9,172276,-7.22E+03,-7.22E+03,87,403,6746,,,,,
0,7366.11,14064.3,-2341.52,-2341.52,97,120,809,,,,,
0,9827.15,26209,-3364.66,-3364.66,32,174,1415,,,,,
0,18934.5,116515,-8724,-8724,109,373,3896,,,,,
0,5187.91,4319.06,-5.31E+02,-5.31E+02,9,79,317,,,,,
0,18307.7,196636,-8.46E+03,-8.46E+03,38,390,7459,,,,,
0,18517.1,234827,-6751,-6751,73,405,8213,,,,,
0,3986.61,2181.93,-1118.33,-1118.33,20,54,165,,,,,
0,17072.6,226416,-14333,-14333,230,429,8483,,,,,
0,5945.75,5029.7,-2.39E+03,-2.39E+03,7,79,292,,,,,
0,12050.9,76547.6,-5750.14,-5750.14,50,262,3211,,,,,
0,6082.28,11195.3,-1893.42,-1893.42,24,102,764,,,,,
0,8549.8,24634,-4353,-4353,24,181,1521,,,,,
0,8690.52,11163,-3200.64,-3200.64,48,156,654,,,,,
0,35140.2,1009740,-19156,-19156,155,791,24692,,,,,
0,12259.8,115105,-3.06E+03,-3.06E+03,37,235,4905,,,,,
0,13956.2,107938,-5.19E+03,-5.19E+03,53,271,4426,,,,,
0,11766.9,58730,-5731,-5731,77,243,2679,,,,,
0,3604.54,2150.11,-583.993,-583.993,9,43,161,,,,,
0,9733.86,41397.7,-3051.67,-3051.67,100,159,2181,,,,,
0,17569.9,163647,-7342.67,-7342.67,75,352,6744,,,,,
0,7325.61,12529,-3098,-3098,29,131,730,,,,,
0,15981,115726,-4.28E+03,-4.28E+03,60,271,4426,,,,,
0,27170.9,629448,-12993,-12993,138,674,18282,,,,,
0,13192.6,90509.7,-5.39E+03,-5.39E+03,48,254,3885,,,,,
0,21466.7,361472,-10697,-10697,49,425,9547,,,,,
0,6964.4,8611.9,-1.07E+03,-1.07E+03,29,102,516,,,,,
0,6450.64,13343.7,-1602.88,-1602.88,17,96,804,,,,,
0,9409.28,30663,-3272.72,-3272.72,124,171,1747,,,,,
0,6854.4,13692,-2007,-2007,60,114,806,,,,,
0,4700.09,4167.53,-6.92E+02,-6.92E+02,10,79,317,,,,,
0,18157.5,160549,-8.83E+03,-8.83E+03,88,388,6290,,,,,
0,11738.8,55357,-7532,-7532,163,231,2327,,,,,
0,13096.8,69278,-5785,-5785,52,227,2605,,,,,
0,8191.8,4754.96,-1837.94,-1837.94,25,131,271,,,,,
0,5511.12,7519.15,-1896.12,-1896.12,75,104,457,,,,,
0,10442.8,10410.3,-2.38E+03,-2.38E+03,36,154,587,,,,,
0,9849.08,27502.2,-2.57E+03,-2.57E+03,22,194,1521,,,,,
0,18064.4,250646,-9483,-9483,84,468,8473,,,,,
0,13487,52231.8,-6092.75,-6092.75,51,288,2334,,,,,
0,7850.48,9114.66,-1.28E+03,-1.28E+03,30,102,516,,,,,
0,10498.9,87759.2,-5.16E+03,-5.16E+03,41,254,3885,,,,,
0,18728.1,197280,-8.12E+03,-8.12E+03,64,390,7459,,,,,
0,9817.61,10043.1,-1.61E+03,-1.61E+03,36,154,587,,,,,
0,25602.8,496133,-16211,-16211,145,577,15522,,,,,
0,8994.52,17419.9,-2679.57,-2679.57,85,142,844,,,,,
0,5315.15,3424.95,-761.531,-761.531,49,51,132,,,,,
0,12653.5,55254.9,-4262.58,-4262.58,72,209,2534,,,,,
0,5304.73,4449.89,-2.13E+03,-2.13E+03,9,79,292,,,,,
0,9292.05,26158.8,-3007.99,-3007.99,31,157,1519,,,,,
0,12748,59358.3,-2.97E+03,-2.97E+03,54,223,2822,,,,,
0,24543.6,269039,-1.10E+04,-1.10E+04,99,537,8350,,,,,
0,9212.63,17180.5,-4138.72,-4138.72,30,183,931,,,,,
0,23807,298153,-8.83E+03,-8.83E+03,96,537,8350,,,,,
0,2620.23,48.8436,-3.94E+02,-3.94E+02,6,33,5,,,,,
0,8643.35,13588.1,-2905.37,-2905.37,14,148,729,,,,,
0,16232.1,165033,-7523.28,-7523.28,79,352,6744,,,,,
0,25351.5,476365,-1.16E+04,-1.16E+04,53,483,15505,,,,,
0,12630.4,75387,-3.52E+03,-3.52E+03,23,249,3630,,,,,
0,6260.56,11656,-1851.04,-1851.04,17,105,765,,,,,
0,5792.83,11316.1,-1952.87,-1952.87,25,102,764,,,,,
0,20771.2,209365,-8125,-8125,110,405,7104,,,,,
0,5055.66,2870,-1438,-1438,3,57,165,,,,,
0,6344.83,6722,-2789,-2789,12,96,426,,,,,
0,9611.33,32481.9,-3460.79,-3460.79,69,176,1922,,,,,
0,11390,68931.5,-2107.33,-2107.33,147,247,3373,,,,,
0,9318.83,26809.1,-2932.96,-2932.96,101,158,1403,,,,,
0,11809.3,65901,-6552,-6552,31,230,2976,,,,,
0,5293.63,3279.3,-1107.92,-1107.92,44,71,249,,,,,
0,17238.6,76475,-9840,-9840,47,358,3140,,,,,
